
EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2013-4-6,54,41,30,28,21,17,66,48,30,30.26,30.10,29.80,10,10,10,16,8,23,0.00,3,,131<br />
2013-4-7,57,50,41,44,36,24,67,53,31,30.04,29.83,29.64,10,10,10,23,15,32,0.00,4,,276<br />
2013-4-8,66,50,35,54,39,30,89,77,56,30.06,29.90,29.71,10,7,2,24,6,36,0.18,3,Rain,115<br />
2013-4-9,55,49,43,45,42,39,89,80,66,30.09,29.99,29.89,10,7,5,10,6,,0.00,6,Rain,75<br />
2013-4-10,48,44,39,45,41,37,100,91,83,29.99,29.93,29.85,10,6,1,32,11,69,0.23,8,Rain-Thunderstorm,53<br />
2013-4-11,39,38,37,38,37,35,100,94,89,29.94,29.86,29.65,10,5,2,20,12,32,1.21,8,Rain-Thunderstorm,74<br />
2013-4-12,44,40,35,40,35,30,97,85,67,29.79,29.64,29.53,10,8,2,21,9,29,0.32,8,Rain,256<br />
2013-4-13,43,39,35,36,31,24,93,75,55,30.01,29.86,29.80,10,9,2,20,12,30,0.01,8,Rain-Snow,252<br />
2013-4-14,48,39,30,33,31,26,92,71,54,30.13,30.04,29.95,10,10,9,14,4,22,0.01,5,Rain,133<br />
2013-4-15,69,52,37,54,44,32,83,69,54,29.97,29.93,29.88,10,10,10,17,7,26,0.00,3,Rain,175<br />
2013-4-16,62,55,48,52,43,30,93,71,37,30.22,30.04,29.88,10,9,2,15,8,25,0.17,6,Rain,301<br />
2013-4-17,57,49,41,43,37,29,89,69,43,30.34,30.20,30.05,10,8,2,14,9,21,0.85,6,Rain-Thunderstorm,77<br />
2013-4-18,78,60,44,64,56,42,97,87,60,30.02,29.71,29.57,10,8,1,28,12,47,0.80,7,Rain-Thunderstorm,200<br />
2013-4-19,59,47,35,57,39,27,100,80,62,29.77,29.54,29.34,10,9,3,30,14,43,0.35,8,Rain-Snow,243<br />
2013-4-20,42,34,30,30,22,15,87,62,41,30.45,30.07,29.76,10,9,1,20,15,26,0.00,6,Snow,289<br />
2013-4-21,46,34,23,27,23,20,92,62,40,30.63,30.55,30.47,10,10,9,14,4,18,0.00,0,,131<br />
2013-4-22,62,46,30,35,29,23,89,56,25,30.47,30.33,30.20,10,10,7,9,4,,0.00,0,,114<br />
2013-4-23,71,53,35,54,42,32,96,69,36,30.18,29.99,29.80,10,9,2,17,5,28,0.24,3,Rain,181<br />
2013-4-24,55,44,32,54,38,25,97,89,62,30.16,29.88,29.73,10,6,2,18,8,25,0.45,7,Rain-Snow,305<br />
2013-4-25,52,40,28,39,31,24,89,75,39,30.37,30.19,30.13,10,9,2,17,8,28,0.12,3,Rain,247<br />
2013-4-26,60,42,27,37,32,27,100,67,39,30.48,30.41,30.36,10,9,5,15,4,20,0.00,0,,189<br />
2013-4-27,69,49,30,41,34,29,100,76,24,30.38,30.30,30.11,10,5,0,9,1,,0.00,0,Fog,150<br />
2013-4-28,54,51,48,54,49,34,100,89,50,30.10,29.91,29.84,10,4,0,10,5,,0.22,8,Fog-Rain,100<br />
2013-4-29,71,60,51,54,53,51,100,83,53,29.94,29.90,29.84,10,7,0,10,4,,0.02,7,Fog-Rain,254<br />
2013-4-30,73,62,52,55,53,50,93,75,53,30.07,30.01,29.95,10,9,4,17,7,25,0.00,2,,177<br />
2013-5-1,81,62,44,56,49,44,100,78,38,30.24,30.15,30.08,10,6,0,13,2,16,0.00,0,Fog,142<br />
2013-5-2,80,66,53,54,49,43,93,58,35,30.25,30.20,30.14,10,10,10,14,4,21,0.00,0,,132<br />
2013-5-3,75,65,55,55,45,32,69,48,23,30.12,30.09,30.05,10,10,10,16,5,23,0.00,1,,111<br />
2013-5-4,71,63,55,47,40,33,69,46,28,30.12,30.09,30.05,10,10,10,17,9,24,0.00,0,,105<br />
2013-5-5,72,62,53,44,38,32,62,45,25,30.11,30.06,30.02,10,10,10,15,7,20,0.00,0,,93<br />
2013-5-6,73,60,46,48,43,37,77,54,38,30.06,30.02,29.98,10,10,10,13,6,17,0.00,0,,83<br />
2013-5-7,75,62,48,52,48,40,86,60,38,30.06,30.02,29.99,10,10,10,12,4,21,0.00,1,,80<br />
2013-5-8,80,64,48,57,50,44,96,65,35,30.02,29.98,29.94,10,10,10,9,3,,0.07,4,Rain-Thunderstorm,70<br />
2013-5-9,80,61,44,55,48,43,100,75,32,29.97,29.94,29.90,10,5,0,9,1,,0.00,1,Fog,240<br />
2013-5-10,73,57,44,61,53,39,96,81,64,29.92,29.80,29.76,10,8,2,17,8,23,0.22,7,Rain,265<br />
2013-5-11,63,49,35,47,41,31,89,78,52,29.92,29.85,29.75,10,10,8,21,9,31,0.02,6,Rain,294<br />
2013-5-12,50,41,30,32,28,23,89,63,43,30.11,29.98,29.89,10,10,10,21,11,32,0.00,5,,286<br />
2013-5-13,55,38,21,31,23,19,92,57,25,30.19,30.14,30.11,10,10,10,14,5,20,0.00,1,,298<br />
2013-5-14,79,60,41,53,40,29,69,50,35,30.11,29.90,29.73,10,10,9,18,7,25,0.00,3,,187<br />
2013-5-15,82,68,55,58,48,41,84,47,26,29.79,29.70,29.60,10,10,10,23,8,32,0.00,0,,286<br />
2013-5-16,84,64,46,48,43,38,83,46,24,30.02,29.88,29.79,10,10,10,16,5,22,0.00,0,,328<br />
2013-5-17,73,62,50,45,41,34,68,48,31,30.15,30.10,30.03,10,10,10,12,7,18,0.00,2,,89<br />
2013-5-18,80,67,54,53,45,37,64,50,36,30.15,30.10,30.04,10,10,10,10,6,,0.00,1,,105<br />
2013-5-19,84,66,48,63,55,44,83,62,43,30.05,29.97,29.90,10,10,10,12,2,,0.00,0,,143<br />
2013-5-20,90,73,57,68,62,55,94,69,39,29.94,29.87,29.78,10,8,2,20,4,26,0.00,1,,208<br />
2013-5-21,84,75,64,66,61,55,93,63,40,29.82,29.76,29.72,10,9,2,18,7,32,0.20,2,Rain,215<br />
2013-5-22,81,70,60,64,62,57,100,87,50,29.76,29.72,29.63,10,7,1,30,5,81,0.11,3,Rain-Thunderstorm,215<br />
2013-5-23,64,54,44,59,51,40,100,88,75,30.16,29.85,29.71,10,6,1,21,8,25,0.12,7,Rain,301<br />
2013-5-24,57,48,37,41,36,30,93,70,44,30.35,30.28,30.16,10,10,10,15,8,22,0.00,4,,356<br />
2013-5-25,66,46,28,38,33,28,100,76,32,30.41,30.34,30.29,10,6,0,7,1,,0.00,0,Fog,41<br />
2013-5-26,71,51,32,42,34,29,100,70,26,30.35,30.30,30.23,10,7,0,7,1,,0.00,0,Fog,51<br />
2013-5-27,59,50,43,48,41,36,88,73,55,30.27,30.15,30.01,10,7,2,12,4,16,0.70,6,Rain,107<br />
2013-5-28,79,65,52,70,62,53,100,87,71,29.99,29.91,29.82,10,6,1,15,5,24,0.13,7,Rain-Thunderstorm,154<br />
2013-5-29,84,73,64,67,64,60,97,72,51,30.00,29.93,29.82,10,9,1,18,9,29,0.00,1,,247<br />
2013-5-30,88,72,57,70,63,57,100,83,49,30.06,30.02,29.97,10,6,0,17,3,28,0.08,2,Fog-Rain-Thunderstorm,202<br />
2013-5-31,81,74,66,70,67,64,94,83,60,30.00,29.93,29.88,10,9,1,18,8,36,0.11,4,Rain-Thunderstorm,215<br />
2013-6-1,79,70,62,67,63,60,100,82,60,29.86,29.79,29.70,10,10,6,16,11,24,0.19,5,Rain-Thunderstorm,213<br />
2013-6-2,72,63,54,64,56,43,94,75,61,29.98,29.78,29.67,10,10,10,16,9,25,0.00,6,,267<br />
2013-6-3,68,54,43,45,39,37,89,57,36,30.09,30.04,29.99,10,10,10,12,8,20,0.00,1,,342<br />
2013-6-4,73,58,43,49,44,33,93,58,34,30.20,30.16,30.11,10,10,10,9,4,,0.00,0,,48<br />
2013-6-5,73,60,48,49,43,32,86,54,36,30.17,30.09,30.00,10,10,10,10,5,16,0.00,0,,87<br />
2013-6-6,71,63,55,54,48,41,72,61,53,30.00,29.90,29.85,10,10,10,13,7,,0.00,2,,38<br />
2013-6-7,62,56,51,52,50,47,90,78,67,29.92,29.90,29.87,10,10,10,10,7,,0.00,6,,13<br />
2013-6-8,73,64,55,54,52,50,90,70,47,30.08,29.97,29.91,10,10,10,6,2,,0.00,6,,112<br />
2013-6-9,75,64,54,58,55,52,93,69,50,30.11,30.05,29.95,10,9,5,15,5,21,0.00,4,,100<br />
2013-6-10,72,66,60,66,62,58,100,93,78,29.96,29.83,29.74,10,5,1,10,4,,1.39,7,Rain-Thunderstorm,78<br />
2013-6-11,82,72,64,66,63,61,94,77,56,29.90,29.85,29.78,10,8,5,13,7,20,0.00,5,,300<br />
2013-6-12,79,68,59,69,64,57,94,82,66,29.91,29.81,29.65,10,7,2,10,3,,0.06,4,Rain-Thunderstorm,98<br />
2013-6-13,78,70,62,66,60,54,100,71,45,29.93,29.68,29.53,10,6,0,33,11,43,1.77,6,Fog-Rain-Thunderstorm,13<br />
2013-6-14,77,67,53,58,54,50,93,66,40,30.07,30.02,29.94,10,10,10,12,7,,0.00,1,,358<br />
2013-6-15,79,64,48,62,54,48,100,86,50,30.09,30.04,29.94,10,6,0,14,2,21,0.01,1,Fog-Rain,235<br />
2013-6-16,82,69,57,65,62,54,94,78,43,29.90,29.85,29.79,10,8,1,16,8,21,0.35,4,Rain-Thunderstorm,258<br />
2013-6-17,86,69,54,64,58,52,97,66,38,29.93,29.89,29.83,10,10,10,12,4,17,0.00,1,,264<br />
2013-6-18,73,64,55,61,53,41,96,69,39,30.08,29.97,29.88,10,10,6,14,8,16,0.01,2,Rain-Thunderstorm,34<br />
2013-6-19,75,60,48,53,47,39,89,61,42,30.17,30.13,30.07,10,10,10,8,4,,0.00,0,,76<br />
2013-6-20,82,62,44,57,51,45,100,72,38,30.22,30.19,30.15,10,8,0,9,2,,0.00,0,Fog,193<br />
2013-6-21,86,69,54,64,58,52,97,67,38,30.21,30.15,30.06,10,10,6,10,3,,0.02,1,,203<br />
2013-6-22,87,72,61,73,67,58,93,76,65,30.09,30.05,30.00,10,9,7,12,4,18,0.00,3,Thunderstorm,239<br />
2013-6-23,88,77,66,69,66,64,96,70,48,30.08,30.03,29.98,10,9,6,14,6,22,0.00,0,,227<br />
2013-6-24,87,76,64,70,67,62,93,71,53,30.06,30.00,29.93,10,9,5,17,7,25,0.00,1,Rain-Thunderstorm,228<br />
2013-6-25,84,74,66,72,68,63,94,84,67,30.01,29.91,29.83,10,8,2,21,7,31,0.61,4,Rain-Thunderstorm,251<br />
2013-6-26,82,73,64,70,67,63,100,85,62,29.92,29.83,29.75,10,8,2,14,5,26,0.40,4,Rain-Thunderstorm,217<br />
2013-6-27,82,72,64,71,67,64,100,92,69,29.79,29.73,29.63,10,5,0,21,3,25,1.44,6,Fog-Rain-Thunderstorm,29<br />
2013-6-28,78,69,60,67,63,57,100,89,61,29.65,29.59,29.52,10,6,0,17,4,41,1.76,5,Fog-Rain-Thunderstorm,312<br />
2013-6-29,73,66,60,65,62,58,100,90,68,29.74,29.61,29.55,10,7,0,10,2,,0.30,7,Fog-Rain-Thunderstorm,2<br />
2013-6-30,80,69,59,60,58,54,93,69,47,29.94,29.84,29.74,10,10,10,13,6,22,0.00,2,,46<br />
2013-7-1,66,62,59,59,54,46,90,75,58,30.06,30.00,29.94,10,10,5,12,7,,0.25,5,Rain,33<br />
2013-7-2,73,66,59,63,59,54,94,79,68,30.07,30.04,30.02,10,10,8,8,5,,0.02,6,Rain,66<br />
2013-7-3,82,70,59,68,63,57,100,82,54,30.12,30.08,30.04,10,7,1,10,3,,0.00,4,,157<br />
2013-7-4,80,70,62,67,64,62,100,88,58,30.15,30.10,30.08,10,5,0,9,1,,0.00,3,Fog,239<br />
2013-7-5,82,75,69,70,67,62,94,81,52,30.12,30.09,30.06,10,7,1,8,3,,0.03,5,Rain,236<br />
2013-7-6,82,73,64,72,67,63,100,91,65,30.12,30.08,30.00,10,5,0,10,1,17,0.20,3,Fog-Rain,184<br />
2013-7-7,81,75,68,70,68,65,100,87,65,30.05,30.03,29.97,10,7,1,10,5,,0.58,7,Rain-Thunderstorm,232<br />
2013-7-8,84,73,64,75,70,64,100,84,70,30.05,30.01,29.99,10,8,2,14,4,32,0.04,4,Rain-Thunderstorm,224<br />
2013-7-9,88,78,69,74,71,68,100,89,61,30.00,29.96,29.88,10,5,0,22,3,30,0.30,6,Fog-Rain-Thunderstorm,243<br />
2013-7-10,87,76,69,76,70,56,96,82,54,29.94,29.83,29.78,10,7,1,28,7,37,0.21,4,Rain-Thunderstorm,242<br />
2013-7-11,80,70,57,57,55,52,96,61,44,30.07,30.02,29.95,10,10,10,13,6,18,0.00,2,,7<br />
2013-7-12,81,66,51,61,57,51,100,73,43,30.16,30.12,30.08,10,10,6,12,3,,0.00,1,,80<br />
2013-7-13,82,71,60,66,62,57,93,72,46,30.22,30.18,30.14,10,10,7,9,4,,0.01,0,,92<br />
2013-7-14,88,75,62,71,67,61,97,76,53,30.26,30.24,30.21,10,10,4,7,3,,0.00,2,,117<br />
2013-7-15,91,78,66,75,72,66,100,86,59,30.30,30.27,30.23,10,6,0,12,2,24,0.56,4,Fog-Rain-Thunderstorm,164<br />
2013-7-16,91,82,73,77,74,71,97,79,55,30.31,30.27,30.24,10,8,1,10,4,,0.02,3,Thunderstorm,273<br />
2013-7-17,91,80,70,77,74,69,97,79,63,30.29,30.23,30.16,10,9,4,12,4,,0.00,1,Rain,276<br />
2013-7-18,93,80,70,76,73,69,97,77,55,30.16,30.07,29.97,10,9,2,14,4,,0.00,1,Thunderstorm,255<br />
2013-7-19,93,83,75,74,72,69,91,70,52,29.97,29.83,29.74,10,10,7,23,10,28,0.00,1,Thunderstorm,239<br />
2013-7-20,86,76,64,73,67,58,100,77,41,29.93,29.82,29.72,10,9,2,17,7,34,0.26,4,Rain-Thunderstorm,324<br />
2013-7-21,82,73,64,66,61,54,93,69,50,30.01,29.96,29.92,10,10,6,7,3,,0.00,1,,80<br />
2013-7-22,81,72,64,69,66,62,97,80,54,29.95,29.86,29.77,10,9,4,8,2,,0.03,2,Rain,162<br />
2013-7-23,87,74,59,71,64,50,100,84,58,29.88,29.75,29.68,10,6,0,17,4,23,0.07,3,Fog-Rain-Thunderstorm,291<br />
2013-7-24,73,65,53,52,50,48,93,64,46,30.06,29.99,29.90,10,10,10,12,7,17,0.00,3,,14<br />
2013-7-25,75,58,42,56,49,43,100,84,41,30.12,30.08,30.06,10,6,0,6,1,,0.00,0,Fog,168<br />
2013-7-26,79,63,48,61,55,48,100,83,50,30.11,30.04,29.92,10,5,0,15,1,18,0.00,1,Fog-Rain,191<br />
2013-7-27,75,64,52,67,62,49,96,88,73,29.91,29.82,29.74,10,7,0,15,5,25,0.43,6,Fog-Rain-Thunderstorm,216<br />
2013-7-28,66,56,48,53,51,47,97,80,63,29.99,29.90,29.85,10,10,9,17,7,22,0.00,6,,234<br />
2013-7-29,70,62,53,56,53,50,96,78,53,30.19,30.09,29.99,10,10,2,15,5,21,0.00,6,,273<br />
